client_display_name,legal_entity_name_if_known,domain,logo_source_url,source_type,original_file,svg_file,png_file,webp_file,mono_light_file,mono_dark_file,confidence_score,permission_status,brand_notes,needs_manual_review,recommended_for_homepage,recommended_for_reference_page
SSI Schäfer,,,https://www.ssi-schaefer.com/resource/crblob/480/a14c9a665a8272cc2b80687168a2e3d7/logo-ssi-schaefer-svg-data.svg,official_website,raw/ssi-schafer.png,web/ssi-schafer.svg,web/ssi-schafer.png,web/ssi-schafer.webp,processed/mono-light/ssi-schafer-mono-light.png,processed/mono-dark/ssi-schafer-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Official SSI Schaefer logo SVG from ssi-schaefer.com (Adobe Illustrator export, valid <svg>...</svg>, 8.6KB). Correct entity: same 'SSI SCHAEFER' wordmark as the internal ground-truth. Caveat: official asset is monochro…",yes,no,yes
Swoboda-stamping,,,https://www.swoboda.com/_assets/0d35b6c1062850954ae7a6eb4b35c438/Img/swoboda-logo.svg,official_website,raw/swoboda-stamping.jpg,web/swoboda-stamping.svg,web/swoboda-stamping.png,web/swoboda-stamping.webp,processed/mono-light/swoboda-stamping-mono-light.png,processed/mono-dark/swoboda-stamping-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Official Swoboda group logo SVG from swoboda.com (valid SVG, 12.9KB, viewBox 197x59). The 'swoboda' wordmark matches the internal exactly; internal additionally has 'stamping' (a division label). This is the parent/grou…",yes,no,yes
Tech Data,,,https://cdn.freebiesupply.com/logos/large/2x/tech-data-logo-svg-vector.svg,other_public_source,raw/tech-data.jpg,web/tech-data.svg,web/tech-data.png,web/tech-data.webp,processed/mono-light/tech-data-mono-light.png,processed/mono-dark/tech-data-mono-dark.png,medium,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Clean transparent vector SVG (valid, 4.5KB; bounding rect is fill-opacity=0 so genuinely transparent). Correct entity: same TD diamond symbol + 'Tech Data' wordmark with registered mark as the internal. Caveat: this is …",yes,no,yes
Technistone,,,https://www.technistone.com/img/brands/logo.svg,official_website,raw/technistone.jpg,web/technistone.svg,web/technistone.png,web/technistone.webp,processed/mono-light/technistone-mono-light.png,processed/mono-dark/technistone-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Official Technistone logo SVG from technistone.com (Adobe Illustrator export, valid, 6.1KB; dark #1D1D1B + grey #54565A). Rendered and visually confirmed: 'TechniStone(R)' wordmark identical to internal. Current officia…",yes,no,yes
Tgs,,,https://tgs.cz/_templates/project_frontend/images/logo.svg,official_website,raw/tgs.jpg,web/tgs.svg,web/tgs.png,web/tgs.webp,processed/mono-light/tgs-mono-light.png,processed/mono-dark/tgs-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Official SVG from tgs.cz (TGS nastroje-stroje-technologicke sluzby, Czech engineering tooling/machinery firm in Myto/Holoubkov). Valid SVG (2.6KB) with blue #0676cf + black #2B2A29, matching the internal blue-stripes + …",no,no,yes
TKD - Epcos,,,https://companieslogo.com/img/orig/6762.T_BIG-f8e06b33.svg,other_public_source,raw/tkd-epcos.jpg,web/tkd-epcos.svg,web/tkd-epcos.png,web/tkd-epcos.webp,processed/mono-light/tkd-epcos-mono-light.png,processed/mono-dark/tkd-epcos-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). TDK full logo SVG (blue #0A57A0 geometric triangle/diamond symbol + 'TDK' wordmark), rendered and visually confirmed. Correct entity: internal mark is the TDK symbol + 'TDK / TDK-EPC' — EPCOS AG became TDK Electronics (…",yes,no,yes
Trcz,,,(interní) PR SINTERA/Loga klientů/trcz-new.jpg,other_public_source,raw/trcz.jpg,,web/trcz.png,web/trcz.webp,processed/mono-light/trcz-mono-light.png,processed/mono-dark/trcz-mono-dark.png,low,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit. | nízké rozlišení (502x100),yes,no,yes
Tristone,,,(interní) PR SINTERA/Loga klientů/tristone.jpg,other_public_source,raw/tristone.jpg,,web/tristone.png,web/tristone.webp,processed/mono-light/tristone-mono-light.png,processed/mono-dark/tristone-mono-dark.png,medium,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Trw,,,https://commons.wikimedia.org/wiki/File:TRW_logo.svg,wikimedia,raw/trw.jpg,web/trw.svg,web/trw.png,web/trw.webp,processed/mono-light/trw-mono-light.png,processed/mono-dark/trw-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Classic red italic TRW automotive wordmark. Wikimedia 'File:TRW logo.svg' (1105x320). SVG fill #cc0001 red matches the internal ground-truth red italic TRW mark exactly. Chose the standalone TRW mark (not the ZF TRW com…",no,no,yes
Voith,,,https://commons.wikimedia.org/wiki/File:Voith_logo.svg,wikimedia,raw/voith.png,web/voith.svg,web/voith.png,web/voith.webp,processed/mono-light/voith-mono-light.png,processed/mono-dark/voith-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). VOITH blue wordmark with dot-in-O. Wikimedia 'File:Voith logo.svg' (1024px wide; preferred over the tiny 113px 'Voith Logo.svg' variant). Fill #2d4275 dark blue matches the internal ground-truth blue VOITH wordmark. Val…",yes,no,yes
Volke MB,,,(interní) PR SINTERA/Loga klientů/Volke MB.jpg,other_public_source,raw/volke-mb.jpg,,web/volke-mb.png,web/volke-mb.webp,processed/mono-light/volke-mb-mono-light.png,processed/mono-dark/volke-mb-mono-dark.png,medium,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Wanzl,,,https://commons.wikimedia.org/wiki/File:Wanzl-logo.svg,wikimedia,raw/wanzl.jpg,web/wanzl.svg,web/wanzl.png,web/wanzl.webp,processed/mono-light/wanzl-mono-light.png,processed/mono-dark/wanzl-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Lowercase italic 'wanzl' blue wordmark. Wikimedia 'File:Wanzl-logo.svg' (566px). Fill #008DCD blue matches the internal ground-truth blue wanzl wordmark. Valid XML, Illustrator-generated",yes,no,yes
Zodiac,,,https://www.logo.wine/logo/Zodiac_Aerospace,other_public_source,raw/zodiac.jpg,web/zodiac.svg,web/zodiac.png,web/zodiac.webp,processed/mono-light/zodiac-mono-light.png,processed/mono-dark/zodiac-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Internal ground truth is ZODIAC AEROSPACE (navy wordmark + blue gradient swirl-square mark), the aerospace company now part of Safran - NOT the pool/inflatables brand. SVG from logo.wine contains navy #00386d, light-blu…",no,no,yes
Čd Telematika,,,(interní) PR SINTERA/Loga klientů/čd telematika.png,other_public_source,raw/cd-telematika.png,,web/cd-telematika.png,web/cd-telematika.webp,processed/mono-light/cd-telematika-mono-light.png,processed/mono-dark/cd-telematika-mono-dark.png,medium,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Škoda,,,https://logotyp.us/file/skoda.svg,other_public_source,raw/skoda.jpg,web/skoda.svg,web/skoda.png,web/skoda.webp,processed/mono-light/skoda-mono-light.png,processed/mono-dark/skoda-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Internal reference is 'SKODA TVC s.r.o.' which uses the standard Skoda winged-arrow emblem + 'SKODA' wordmark. The official green winged-arrow Skoda emblem SVG (from logotyp.us, equivalent to Wikimedia's File:Skoda_Auto…",yes,no,yes
